"year","month","month_date","accidents","fatalities","total_gdp","gdp_per_capita","unemployment","population","vehicles","inflation_rate","quarter","season","is_summer","is_winter","is_holiday","Accidents_Lag1","Fatalities_Lag1","Accidents_Lag2","Fatalities_Lag2","Accidents_Lag3","Fatalities_Lag3","Accidents_Lag6","Fatalities_Lag6","Accidents_Lag12","Fatalities_Lag12","Accidents_Lag24","Fatalities_Lag24","Rolling_Avg_3m_a","Rolling_Avg_6m_a","Rolling_Avg_12m_a","Rolling_Avg_3m_f","Rolling_Avg_6m_f","Rolling_Avg_12m_f","AccidentGrowthRate","FatalityGrowthRate","FatalityRate","AccidentChangeRate","FatalityChangeRate","AccidentsPerCapita","FatalitiesPerCapita","AccidentsPerVehicle","AccidentsUnemployment","FatalitiesInflation","economic_crisis","covid","new_highways","speed_limits","seat_belt","helmet","alcohol","phone","licensing","airbags","abs","kid_seat","fines","pedestrians","kteo","point_system","CumulativeAccidents","CumulativeFatalities","RollingSum_3m_a","RollingSum_6m_a","RollingSum_12m_a","RollingSum_24m_a","RollingSum_3m_f","RollingSum_6m_f","RollingSum_12m_f","RollingSum_24m_f","season_numeric","fatal_binary","cluster","z_score","predicted_poisson"
2007,"4",2007-04-01,1291,137,229.283,20.752,418.3,11048499,7380265,2.9,"2","Spring","0","0","0",1311,133,1042,105,1234,126,1386,130,1335,134,1520,98,1214.66666666667,1245.66666666667,1353.75,125,127.666666666667,141.416666666667,-0.015255530129672,0.0300751879699248,0.106119287374129,-0.015255530129672,0.0300751879699248,0.000116848451540793,1.23998744082794e-05,0.000174925968105481,540025.3,397.3,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,225710,21202,3644,7474,16245,32814,375,766,1697,3378,"2",1,"3",0.0138608177064293,1213.27853227008
2007,"5",2007-05-01,1378,128,229.283,20.752,418.3,11048499,7380265,2.9,"2","Spring","0","0","1",1291,137,1311,133,1042,105,1364,117,1440,119,1590,142,1326.66666666667,1248,1348.58333333333,132.666666666667,129.5,142.166666666667,0.0673896204492641,-0.0656934306569343,0.0928882438316401,0.0673896204492641,-0.0656934306569343,0.000124722824340211,1.15852841186844e-05,0.00018671416270283,576417.4,371.2,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,227088,21330,3980,7488,16183,32602,398,777,1706,3364,"2",1,"3",0.209803009034831,1213.27853227008
2007,"6",2007-06-01,1351,108,229.283,20.752,418.3,11048499,7380265,2.9,"2","Summer","1","0","0",1378,128,1291,137,1311,133,1232,148,1492,167,1705,173,1340,1267.83333333333,1336.83333333333,124.333333333333,122.833333333333,137.25,-0.0195936139332366,-0.15625,0.079940784603997,-0.0195936139332366,-0.15625,0.000122279053471426,9.77508347513993e-06,0.000183055757482963,565123.3,313.2,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,228439,21438,4020,7607,16042,32248,373,737,1647,3299,"3",1,"3",0.148993363450154,1213.27853227008
2007,"7",2007-07-01,1561,170,229.283,20.752,418.3,11048499,7380265,2.9,"3","Summer","1","0","0",1351,108,1378,128,1291,137,1234,126,1567,177,1674,170,1430,1322.33333333333,1336.33333333333,135.333333333333,130.166666666667,136.666666666667,0.155440414507772,0.574074074074074,0.108904548366432,0.155440414507772,0.574074074074074,0.000141286160228643,1.53867054701277e-05,0.000211510020304149,652966.3,493,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,230000,21608,4290,7934,16036,32135,406,781,1640,3299,"3",1,"3",0.621957273553193,1213.27853227008
2007,"8",2007-08-01,1267,143,229.283,20.752,418.3,11048499,7380265,2.9,"3","Summer","1","0","0",1561,170,1351,108,1378,128,1042,105,1485,168,1445,177,1393,1359.83333333333,1318.16666666667,140.333333333333,136.5,134.583333333333,-0.188340807174888,-0.158823529411765,0.112865035516969,-0.188340807174888,-0.158823529411765,0.00011467621076854,1.29429346013427e-05,0.000171674052354489,529986.1,414.7,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,231267,21751,4179,8159,15818,31957,421,819,1615,3265,"3",1,"3",-0.0401922005910607,1213.27853227008
2007,"9",2007-09-01,1346,146,229.283,20.752,418.3,11048499,7380265,2.9,"3","Autumn","0","0","0",1267,143,1561,170,1351,108,1311,133,1401,170,1450,135,1391.33333333333,1365.66666666667,1313.58333333333,153,138.666666666667,132.583333333333,0.0623520126282557,0.020979020979021,0.108469539375929,0.0623520126282557,0.020979020979021,0.00012182650331054,1.32144646978743e-05,0.00018237827503484,563031.8,423.4,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,232613,21897,4174,8194,15763,31853,459,832,1591,3276,"4",1,"3",0.137732317971511,1213.27853227008
2007,"10",2007-10-01,1348,145,229.283,20.752,418.3,11048499,7380265,2.9,"4","Autumn","0","0","0",1346,146,1267,143,1561,170,1291,137,1386,130,1478,142,1320.33333333333,1375.16666666667,1310.41666666667,144.666666666667,140,133.833333333333,0.00148588410104012,-0.00684931506849315,0.107566765578635,0.00148588410104012,-0.00684931506849315,0.000122007523374895,1.31239546656971e-05,0.000182649268014089,563868.4,420.5,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,233961,22042,3961,8251,15725,31723,434,840,1606,3279,"4",1,"3",0.142236736162968,1213.27853227008
2007,"11",2007-11-01,1208,125,229.283,20.752,418.3,11048499,7380265,2.9,"4","Autumn","0","0","0",1348,145,1346,146,1267,143,1378,128,1364,117,1259,135,1300.66666666667,1346.83333333333,1297.41666666667,138.666666666667,139.5,134.5,-0.103857566765579,-0.137931034482759,0.103476821192053,-0.103857566765579,-0.137931034482759,0.000109336118870084,1.13137540221527e-05,0.000163679759466632,505306.4,362.5,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,235169,22167,3902,8081,15569,31672,416,837,1614,3269,"4",1,"3",-0.173072537239057,1213.27853227008
2007,"12",2007-12-01,1162,146,229.283,20.752,418.3,11048499,7380265,2.9,"4","Winter","0","1","0",1208,125,1348,145,1346,146,1351,108,1232,148,1316,146,1239.33333333333,1315.33333333333,1291.58333333333,138.666666666667,145.833333333333,134.333333333333,-0.0380794701986755,0.168,0.125645438898451,-0.0380794701986755,0.168,0.000105172657389931,1.32144646978743e-05,0.000157446920943896,486064.6,423.4,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,236331,22313,3718,7892,15499,31518,416,875,1612,3269,"1",1,"3",-0.27667415564258,1213.27853227008
2008,"1",2008-01-01,965,104,238.735,21.551,387.9,11077863,7729262,4.2,"1","Winter","0","1","1",1162,146,1208,125,1348,145,1561,170,1234,126,1016,105,1111.66666666667,1216,1269.16666666667,125,134.833333333333,132.5,-0.169535283993115,-0.287671232876712,0.107772020725389,-0.169535283993115,-0.287671232876712,8.71106638527666e-05,9.38809227014272e-06,0.000124850212090106,374323.5,436.8,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,237296,22417,3335,7296,15230,31467,375,809,1590,3268,"1",1,"3",-0.720359347501144,1154.91350574239
2008,"2",2008-02-01,958,92,238.735,21.551,387.9,11077863,7729262,4.2,"1","Winter","0","1","0",965,104,1162,146,1208,125,1267,143,1042,105,1078,104,1028.33333333333,1164.5,1262.16666666667,114,126.333333333333,131.416666666667,-0.00725388601036269,-0.115384615384615,0.0960334029227557,-0.00725388601036269,-0.115384615384615,8.64787730268916e-05,8.30485085435702e-06,0.000123944562883235,371608.2,386.4,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,238254,22509,3085,6987,15146,31347,342,758,1577,3256,"1",1,"3",-0.736124811171245,1154.91350574239
2008,"3",2008-03-01,1088,120,238.735,21.551,387.9,11077863,7729262,4.2,"1","Spring","0","0","0",958,92,965,104,1162,146,1346,146,1311,133,1223,118,1003.66666666667,1121.5,1243.58333333333,105.333333333333,122,130.333333333333,0.135699373695198,0.304347826086957,0.110294117647059,0.135699373695198,0.304347826086957,9.821388836457e-05,1.0832414157857e-05,0.000140763762439415,422035.2,504,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,239342,22629,3011,6729,14923,31212,316,732,1564,3258,"2",1,"3",-0.443337628726507,1154.91350574239
2008,"4",2008-04-01,1203,127,238.735,21.551,387.9,11077863,7729262,4.2,"2","Spring","0","0","0",1088,120,958,92,965,104,1348,145,1291,137,1335,134,1083,1097.33333333333,1236.25,113,119,129.5,0.105698529411765,0.0583333333333333,0.105569409808811,0.105698529411765,0.0583333333333333,0.000108594951932516,1.1464304983732e-05,0.000155642285123728,466643.7,533.4,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,240545,22756,3249,6584,14835,31080,339,714,1554,3251,"2",1,"3",-0.184333582717701,1154.91350574239
2008,"5",2008-05-01,1365,116,238.735,21.551,387.9,11077863,7729262,4.2,"2","Spring","0","0","1",1203,127,1088,120,958,92,1208,125,1378,128,1440,119,1218.66666666667,1123.5,1235.16666666667,121,117.5,128.5,0.134663341645885,-0.0866141732283465,0.084981684981685,0.134663341645885,-0.0866141732283465,0.000123218711045623,1.04713336859284e-05,0.000176601595339891,529483.5,487.2,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,241910,22872,3656,6741,14822,31005,363,705,1542,3248,"2",1,"3",0.180524290790357,1154.91350574239
2008,"6",2008-06-01,1511,152,238.735,21.551,387.9,11077863,7729262,4.2,"2","Summer","1","0","0",1365,116,1203,127,1088,120,1162,146,1351,108,1492,167,1359.66666666667,1181.66666666667,1248.5,131.666666666667,118.5,132.166666666667,0.106959706959707,0.310344827586207,0.100595632031767,0.106959706959707,0.310344827586207,0.000136398148271016,1.37210579332855e-05,0.000195490850226063,586116.9,638.4,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,243421,23024,4079,7090,14982,31024,395,711,1586,3233,"3",1,"3",0.509346818766755,1154.91350574239
2008,"7",2008-07-01,1504,150,238.735,21.551,387.9,11077863,7729262,4.2,"3","Summer","1","0","0",1511,152,1365,116,1203,127,965,104,1561,170,1567,177,1460,1271.5,1243.75,139.333333333333,126.166666666667,130.5,-0.00463269358041032,-0.0131578947368421,0.0997340425531915,-0.00463269358041032,-0.0131578947368421,0.000135766257445141,1.35405176973212e-05,0.000194585201019192,583401.6,630,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,244925,23174,4380,7629,14925,30961,418,757,1566,3206,"3",1,"3",0.493581355096654,1154.91350574239
2008,"8",2008-08-01,1328,207,238.735,21.551,387.9,11077863,7729262,4.2,"3","Summer","1","0","0",1504,150,1511,152,1365,116,958,92,1267,143,1485,168,1447.66666666667,1333.16666666667,1248.83333333333,169.666666666667,145.333333333333,135.833333333333,-0.117021276595745,0.38,0.155873493975904,-0.117021276595745,0.38,0.000119878716680284,1.86859144223033e-05,0.000171814592389286,515131.2,869.4,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,246253,23381,4343,7999,14986,30804,509,872,1630,3245,"3",1,"3",0.0971925542483932,1154.91350574239
2008,"9",2008-09-01,1329,132,238.735,21.551,387.9,11077863,7729262,4.2,"3","Autumn","0","0","0",1328,207,1504,150,1511,152,1088,120,1346,146,1401,170,1387,1373.33333333333,1247.41666666667,163,147.333333333333,134.666666666667,0.000753012048192771,-0.36231884057971,0.0993227990970655,0.000753012048192771,-0.36231884057971,0.000119968986798266,1.19156555736427e-05,0.000171943970847411,515519.1,554.4,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,247582,23513,4161,8240,14969,30732,489,884,1616,3207,"4",1,"3",0.0994447633441219,1154.91350574239
2008,"10",2008-10-01,1452,140,238.735,21.551,387.9,11077863,7729262,4.2,"4","Autumn","0","0","0",1329,132,1328,207,1504,150,1203,127,1348,145,1386,130,1369.66666666667,1414.83333333333,1256.08333333333,159.666666666667,149.5,134.25,0.0925507900677201,0.0606060606060606,0.0964187327823691,0.0925507900677201,0.0606060606060606,0.000131072211310069,1.26378165174998e-05,0.00018785752119672,563230.8,588,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,249034,23653,4109,8489,15073,30798,479,897,1611,3217,"4",1,"3",0.376466482118758,1154.91350574239
2008,"11",2008-11-01,1263,109,238.735,21.551,387.9,11077863,7729262,4.2,"4","Autumn","0","0","0",1452,140,1329,132,1328,207,1365,116,1208,125,1364,117,1348,1397.83333333333,1260.66666666667,127,148.333333333333,132.916666666667,-0.130165289256198,-0.221428571428571,0.0863024544734759,-0.130165289256198,-0.221428571428571,0.000114011159011445,9.83944286005342e-06,0.000163404992611196,489917.7,457.8,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,250297,23762,4044,8387,15128,30697,381,890,1595,3209,"4",1,"3",-0.0492010369739758,1154.91350574239
2008,"12",2008-12-01,1117,104,238.735,21.551,387.9,11077863,7729262,4.2,"4","Winter","0","1","0",1263,109,1452,140,1329,132,1511,152,1162,146,1232,148,1277.33333333333,1332.16666666667,1256.91666666667,117.666666666667,140.333333333333,129.416666666667,-0.115597783056215,-0.0458715596330275,0.0931065353625783,-0.115597783056215,-0.0458715596330275,0.000100831721786052,9.38809227014272e-06,0.000144515737725025,433284.3,436.8,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,251414,23866,3832,7993,15083,30582,353,842,1553,3165,"1",1,"3",-0.378023564950374,1154.91350574239
2009,"1",2009-01-01,1037,98,234.323,21.097,484.7,11107024,7910565,1.2,"1","Winter","0","1","1",1117,104,1263,109,1452,140,1504,150,965,104,1234,126,1139,1254.33333333333,1262.91666666667,103.666666666667,131.666666666667,128.916666666667,-0.0716204118173679,-0.0576923076923077,0.09450337512054,-0.0716204118173679,-0.0576923076923077,9.33643431399806e-05,8.8232455426404e-06,0.000131090509969895,502633.9,117.6,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,252451,23964,3417,7526,15155,30385,311,790,1547,3137,"1",1,"3",-0.558200292608674,1101.05869556741
2009,"2",2009-02-01,1068,108,234.323,21.097,484.7,11107024,7910565,1.2,"1","Winter","0","1","0",1037,98,1117,104,1263,109,1328,207,958,92,1042,105,1074,1211,1272.08333333333,103.333333333333,115.166666666667,130.25,0.029893924783028,0.102040816326531,0.101123595505618,0.029893924783028,0.102040816326531,9.6155369791224e-05,9.72357672046085e-06,0.000135009319814704,517659.6,129.6,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,253519,24072,3222,7266,15265,30411,310,691,1563,3140,"1",1,"3",-0.488381810641082,1101.05869556741
2009,"3",2009-03-01,1206,107,234.323,21.097,484.7,11107024,7910565,1.2,"1","Spring","0","0","0",1068,108,1037,98,1117,104,1329,132,1088,120,1311,133,1103.66666666667,1190.5,1281.91666666667,104.333333333333,111,129.166666666667,0.129213483146067,-0.00925925925925926,0.0887230514096186,0.129213483146067,-0.00925925925925926,0.000108579940045146,9.63354360267881e-06,0.000152454344285143,584548.2,128.4,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,254725,24179,3311,7143,15383,30306,313,666,1550,3114,"2",1,"3",-0.177576955430515,1101.05869556741
2009,"4",2009-04-01,1216,114,234.323,21.097,484.7,11107024,7910565,1.2,"2","Spring","0","0","0",1206,107,1068,108,1037,98,1452,140,1203,127,1291,137,1163.33333333333,1151.16666666667,1283,109.666666666667,106.666666666667,128.083333333333,0.00829187396351575,0.0654205607476635,0.09375,0.00829187396351575,0.0654205607476635,0.000109480271222967,1.02637754271531e-05,0.000153718476493146,589395.2,136.8,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,255941,24293,3490,6907,15396,30231,329,640,1537,3091,"2",1,"3",-0.155054864473227,1101.05869556741
2009,"5",2009-05-01,1381,120,234.323,21.097,484.7,11107024,7910565,1.2,"2","Spring","0","0","1",1216,114,1206,107,1068,108,1263,109,1365,116,1378,128,1267.66666666667,1170.83333333333,1284.33333333333,113.666666666667,108.5,128.416666666667,0.135690789473684,0.0526315789473684,0.0868935553946416,0.135690789473684,0.0526315789473684,0.000124335735657004,1.08039741338454e-05,0.000174576657925192,669370.7,144,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,257322,24413,3803,7025,15412,30234,341,651,1541,3083,"2",1,"3",0.216559636322017,1101.05869556741
2009,"6",2009-06-01,1407,140,234.323,21.097,484.7,11107024,7910565,1.2,"2","Summer","1","0","0",1381,120,1216,114,1206,107,1117,104,1511,152,1351,108,1334.66666666667,1219.16666666667,1275.66666666667,124.666666666667,114.5,127.416666666667,0.0188269370021723,0.166666666666667,0.0995024875621891,0.0188269370021723,0.166666666666667,0.000126676596719337,1.26046364894863e-05,0.000177863401666,681972.9,168,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,258729,24553,4004,7315,15308,30290,374,687,1529,3115,"3",1,"3",0.275117072810965,1101.05869556741
2009,"7",2009-07-01,1510,144,234.323,21.097,484.7,11107024,7910565,1.2,"3","Summer","1","0","0",1407,140,1381,120,1216,114,1037,98,1504,150,1561,170,1432.66666666667,1298,1276.16666666667,134.666666666667,122.166666666667,126.916666666667,0.0732054015636105,0.0285714285714286,0.095364238410596,0.0732054015636105,0.0285714285714286,0.000135950007850888,1.29647689606145e-05,0.000190883963408429,731897,172.8,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,260239,24697,4298,7788,15314,30239,404,733,1523,3089,"3",1,"3",0.507094609671026,1101.05869556741
2009,"8",2009-08-01,1256,137,234.323,21.097,484.7,11107024,7910565,1.2,"3","Summer","1","0","0",1510,144,1407,140,1381,120,1068,108,1328,207,1267,143,1391,1329.33333333333,1270.16666666667,140.333333333333,127,121.083333333333,-0.168211920529801,-0.0486111111111111,0.109076433121019,-0.168211920529801,-0.0486111111111111,0.000113081595934248,1.23345371361402e-05,0.000158775005325157,608783.2,164.4,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,261495,24834,4173,7976,15242,30228,421,762,1453,3083,"3",1,"3",-0.064966500644077,1101.05869556741
2009,"9",2009-09-01,1202,141,234.323,21.097,484.7,11107024,7910565,1.2,"3","Autumn","0","0","0",1256,137,1510,144,1407,140,1206,107,1329,132,1346,146,1322.66666666667,1328.66666666667,1259.58333333333,140.666666666667,132.666666666667,121.833333333333,-0.0429936305732484,0.0291970802919708,0.117304492512479,-0.0429936305732484,0.0291970802919708,0.000108219807574018,1.26946696072683e-05,0.000151948691401942,582609.4,169.2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,262697,24975,3968,7972,15115,30084,422,796,1462,3078,"4",1,"3",-0.18658579181343,1101.05869556741
2009,"10",2009-10-01,1240,154,234.323,21.097,484.7,11107024,7910565,1.2,"4","Autumn","0","0","0",1202,141,1256,137,1510,144,1216,114,1452,140,1348,145,1232.66666666667,1332.66666666667,1241.91666666667,144,139.333333333333,123,0.0316139767054908,0.0921985815602837,0.124193548387097,0.0316139767054908,0.0921985815602837,0.000111641066049736,1.38651001384349e-05,0.000156752393792352,601028,184.8,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,263937,25129,3698,7996,14903,29976,432,836,1476,3087,"4",1,"3",-0.101001846175737,1101.05869556741
2009,"11",2009-11-01,1161,94,234.323,21.097,484.7,11107024,7910565,1.2,"4","Autumn","0","0","0",1240,154,1202,141,1256,137,1381,120,1263,109,1208,125,1201,1296,1233.41666666667,129.666666666667,135,121.75,-0.0637096774193548,-0.38961038961039,0.0809646856158484,-0.0637096774193548,-0.38961038961039,0.000104528449744954,8.46311307151222e-06,0.00014676574934913,562736.7,112.8,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,265098,25223,3603,7776,14801,29929,389,810,1461,3056,"4",1,"3",-0.278926364738309,1101.05869556741
2009,"12",2009-12-01,1105,99,234.323,21.097,484.7,11107024,7910565,1.2,"4","Winter","0","1","0",1161,94,1240,154,1202,141,1407,140,1117,104,1162,146,1168.66666666667,1245.66666666667,1232.41666666667,115.666666666667,128.166666666667,121.333333333333,-0.0482342807924203,0.0531914893617021,0.0895927601809955,-0.0482342807924203,0.0531914893617021,9.94865951491597e-05,8.91327866042245e-06,0.000139686608984314,535593.5,118.8,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,266203,25322,3506,7474,14789,29872,347,769,1456,3009,"1",1,"3",-0.405050074099119,1101.05869556741
2010,"1",2010-01-01,1082,85,223.59,20.105,639.4,11121383,8062085,4.7,"1","Winter","0","1","1",1105,99,1161,94,1240,154,1510,144,1037,98,965,104,1116,1174.33333333333,1236.16666666667,92.6666666666667,118.333333333333,120.25,-0.020814479638009,-0.141414141414141,0.0785582255083179,-0.020814479638009,-0.141414141414141,9.72900582598405e-05,7.64293433649394e-06,0.000134208458481894,691830.8,399.5,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,267285,25407,3348,7046,14834,29989,278,710,1443,2990,"1",1,"3",-0.45685088330088,1058.46491907496
2010,"2",2010-02-01,1130,79,223.59,20.105,639.4,11121383,8062085,4.7,"1","Winter","0","1","0",1082,85,1105,99,1161,94,1256,137,1068,108,958,92,1105.66666666667,1153.33333333333,1241.33333333333,87.6666666666667,108.666666666667,117.833333333333,0.044362292051756,-0.0705882352941176,0.0699115044247788,0.044362292051756,-0.0705882352941176,0.000101606068238096,7.10343308921202e-06,0.000140162253312884,722522,371.3,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,268415,25486,3317,6920,14896,30161,263,652,1414,2977,"1",1,"3",-0.3487448467059,1058.46491907496
2010,"3",2010-03-01,1299,103,223.59,20.105,639.4,11121383,8062085,4.7,"1","Spring","0","0","0",1130,79,1082,85,1105,99,1202,141,1206,107,1088,120,1170.33333333333,1169.5,1249.08333333333,89,102.333333333333,117.5,0.149557522123894,0.30379746835443,0.0792917628945343,0.149557522123894,0.30379746835443,0.000116802020036537,9.26143807833972e-06,0.00016112457261366,830580.6,484.1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,269714,25589,3511,7017,14989,30372,267,614,1410,2960,"2",1,"3",0.0318784904722593,1058.46491907496
2010,"4",2010-04-01,1279,96,223.59,20.105,639.4,11121383,8062085,4.7,"2","Spring","0","0","0",1299,103,1130,79,1082,85,1240,154,1216,114,1203,127,1236,1176,1254.33333333333,92.6666666666667,92.6666666666667,116,-0.0153964588144727,-0.0679611650485437,0.0750586395621579,-0.0153964588144727,-0.0679611650485437,0.000115003682545597,8.6320199565108e-06,0.000158643824767414,817792.6,451.2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,270993,25685,3708,7056,15052,30448,278,556,1392,2929,"2",1,"3",-0.0131656914423157,1058.46491907496
2010,"5",2010-05-01,1424,100,223.59,20.105,639.4,11121383,8062085,4.7,"2","Spring","0","0","1",1279,96,1299,103,1130,79,1161,94,1381,120,1365,116,1334,1219.83333333333,1257.91666666667,99.6666666666667,93.6666666666667,114.333333333333,0.113369820172009,0.0416666666666667,0.0702247191011236,0.113369820172009,0.0416666666666667,0.00012804162935491,8.99168745469876e-06,0.000176629246652696,910505.6,470,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,272417,25785,4002,7319,15095,30507,299,562,1372,2913,"2",1,"3",0.313404627438353,1058.46491907496
2010,"6",2010-06-01,1380,108,223.59,20.105,639.4,11121383,8062085,4.7,"2","Summer","1","0","0",1424,100,1279,96,1299,103,1105,99,1407,140,1511,152,1361,1265.66666666667,1255.66666666667,101.333333333333,95.1666666666667,111.666666666667,-0.0308988764044944,0.08,0.0782608695652174,-0.0308988764044944,0.08,0.000124085286874843,9.71102245107465e-06,0.000171171601390955,882372,507.6,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,273797,25893,4083,7594,15068,30376,304,571,1340,2869,"3",1,"3",0.214307427226288,1058.46491907496
2010,"7",2010-07-01,1384,105,223.59,20.105,639.4,11121383,8062085,4.7,"3","Summer","1","0","0",1380,108,1424,100,1279,96,1082,85,1510,144,1504,150,1396,1316,1245.16666666667,104.333333333333,98.5,108.416666666667,0.00289855072463768,-0.0277777777777778,0.0758670520231214,0.00289855072463768,-0.0277777777777778,0.000124444954373031,9.44127182743369e-06,0.000171667750960204,884929.6,493.5,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,275181,25998,4188,7896,14942,30256,313,591,1301,2824,"3",1,"3",0.223316263609203,1058.46491907496
2010,"8",2010-08-01,1315,149,223.59,20.105,639.4,11121383,8062085,4.7,"3","Summer","1","0","0",1384,105,1380,108,1424,100,1130,79,1256,137,1328,207,1359.66666666667,1346.83333333333,1250.08333333333,120.666666666667,110.166666666667,109.416666666667,-0.0498554913294798,0.419047619047619,0.113307984790875,-0.0498554913294798,0.419047619047619,0.000118240690029289,1.33976143075011e-05,0.000163109170890657,840811,700.3,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,276496,26147,4079,8081,15001,30243,362,661,1313,2766,"3",1,"3",0.0679138360039194,1058.46491907496
2010,"9",2010-09-01,1244,117,223.59,20.105,639.4,11121383,8062085,4.7,"3","Autumn","0","0","0",1315,149,1384,105,1380,108,1299,103,1202,141,1329,132,1314.33333333333,1337.66666666667,1253.58333333333,123.666666666667,112.5,107.416666666667,-0.0539923954372624,-0.214765100671141,0.0940514469453376,-0.0539923954372624,-0.214765100671141,0.000111856591936453,1.05202743219975e-05,0.000154302516036484,795413.6,549.9,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,277740,26264,3943,8026,15043,30158,371,675,1289,2751,"4",1,"3",-0.091993009792822,1058.46491907496
2010,"10",2010-10-01,1174,123,223.59,20.105,639.4,11121383,8062085,4.7,"4","Autumn","0","0","0",1244,117,1315,149,1384,105,1279,96,1240,154,1452,140,1244.33333333333,1320.16666666667,1248.08333333333,129.666666666667,117,104.833333333333,-0.0562700964630225,0.0512820512820513,0.104770017035775,-0.0562700964630225,0.0512820512820513,0.000105562410718163,1.10597755692795e-05,0.000145619898574624,750655.6,578.1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,278914,26387,3733,7921,14977,29880,389,702,1258,2734,"4",1,"3",-0.249647646493835,1058.46491907496
2010,"11",2010-11-01,1137,88,223.59,20.105,639.4,11121383,8062085,4.7,"4","Autumn","0","0","0",1174,123,1244,117,1315,149,1424,100,1161,94,1263,109,1185,1272.33333333333,1246.08333333333,109.333333333333,115,104.333333333333,-0.0315161839863714,-0.284552845528455,0.0773966578715919,-0.0315161839863714,-0.284552845528455,0.000102235486359925,7.9126849601349e-06,0.00014103051505907,726997.8,413.6,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,280051,26475,3555,7634,14953,29754,328,690,1252,2713,"4",1,"3",-0.332979383035799,1058.46491907496
2010,"12",2010-12-01,1184,105,223.59,20.105,639.4,11121383,8062085,4.7,"4","Winter","0","1","0",1137,88,1174,123,1244,117,1380,108,1105,99,1117,104,1165,1239.66666666667,1252.66666666667,105.333333333333,114.5,104.833333333333,0.0413368513632366,0.193181818181818,0.0886824324324324,0.0413368513632366,0.193181818181818,0.000106461579463633,9.44127182743369e-06,0.000146860272497747,757049.6,493.5,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,281235,26580,3495,7438,15032,29821,316,687,1258,2714,"1",1,"3",-0.227125555536547,1058.46491907496
2011,"1",2011-01-01,964,67,203.475,18.323,881.8,11104944,8086910,3.3,"1","Winter","0","1","1",1184,105,1137,88,1174,123,1384,105,1082,85,1037,98,1095,1169.66666666667,1242.83333333333,86.6666666666667,108.166666666667,103.333333333333,-0.185810810810811,-0.361904761904762,0.0695020746887967,-0.185810810810811,-0.361904761904762,8.68081820133447e-05,6.03334874989014e-06,0.000119204986824387,850055.2,221.1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,282199,26647,3285,7018,14914,29748,260,649,1240,2683,"1",1,"3",-0.722611556596873,1016.90490738246
